"ADIPOQ"	"'Changes in gene activity protect against age-related impairment'"
"ADIPOQ"	"'Association of genetic variants and gene expression levels with longevity'"
"NLRP3"	"'Changes in gene activity extend mammalian lifespan'"
"NLRP3"	"'Changes in gene activity protect against age-related impairment'"
"NLRP3"	"'Age-related changes in gene expression, methylation or protein activity'"
"B3GAT1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"TJP2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"RALB"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"RALB"	"'Regulation of genes associated with aging'"
"ME3"	"'Age-related changes in gene expression, methylation or protein activity'"
"ME3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ME3"	"'Changes in gene activity protect against age-related impairment'"
"CPNE1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SCN3A"	"'Age-related changes in gene expression, methylation or protein activity'"
"RGS20"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"C1QB"	"'Age-related changes in gene expression, methylation or protein activity'"
"C1QB"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"BEX3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CAPG"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"NIPSNAP1"	"'Regulation of genes associated with aging'"
"NIPSNAP1"	"'Age-related changes in gene expression, methylation or protein activity'"
"NIPSNAP1"	"'Changes in gene activity enhance age-related deterioration'"
"ZFAND2A"	"'Changes in gene activity reduce non-mammalian lifespan'"
"ZFAND2A"	"'Changes in gene activity enhance age-related deterioration'"
"ELMO1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"DLK2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"BCL6"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ZC3HAV1"	"'Age-related changes in gene expression, methylation or protein activity'"
"ABI2"	"'Age-related changes in gene expression, methylation or protein activity'"
"ABI2"	"'Regulation of genes associated with aging'"
"ABI2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ADAMTS20"	"'Changes in gene activity extend non-mammalian lifespan'"
"ADAMTS20"	"'Regulation of genes associated with aging'"
"ADAMTS20"	"'Changes in gene activity protect against age-related impairment'"
"TUBB6"	"'Regulation of genes associated with aging'"
"TUBB6"	"'Changes in gene activity protect against age-related impairment'"
"TUBB6"	"'Changes in gene activity enhance age-related deterioration'"
"TUBB6"	"'Changes in gene activity extend non-mammalian lifespan'"
"LAIR1"	"'Age-related changes in gene expression, methylation or protein activity'"
"LAIR1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"LAIR1"	"'Regulation of genes associated with aging'"
"ZFYVE9"	"'Age-related changes in gene expression, methylation or protein activity in non-mammals'"
"ZFYVE9"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SLC16A14"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"U2AF1"	"'Regulation of genes associated with aging'"
"U2AF1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CETN3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"GRSF1"	"'Regulation of genes associated with aging'"
"GRSF1"	"'Age-related changes in gene expression, methylation or protein activity'"
"GRSF1"	"'Changes in gene activity enhance age-related deterioration'"
"GRSF1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MXRA8"	"'Age-related changes in gene expression, methylation or protein activity'"
"ANK2"	"'Changes in gene activity reduce non-mammalian lifespan'"
"ANK2"	"'Changes in gene activity enhance age-related deterioration'"
"ANK2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ENTPD3"	"'Changes in gene activity protect against age-related impairment'"
"CYC1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CYC1"	"'Changes in gene activity protect against age-related impairment'"
"LGI4"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"GPCPD1"	"'Age-related changes in gene expression, methylation or protein activity'"
"OPN3"	"'Age-related changes in gene expression, methylation or protein activity'"
"OPN3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"OPN3"	"'Regulation of genes associated with aging'"
"OPN3"	"'Changes in gene activity protect against age-related impairment'"
"OPN3"	"'Changes in gene activity enhance age-related deterioration'"
"PPM1H"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"BECN1"	"'Changes in gene activity extend mammalian lifespan'"
"MAPRE2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MRPS25"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"BAD"	"'Age-related changes in gene expression, methylation or protein activity'"
"BAD"	"'Regulation of genes associated with aging'"
"SNAI2"	"'Age-related changes in gene expression, methylation or protein activity'"
"SNAI2"	"'Regulation of genes associated with aging'"
"SNAI2"	"'Changes in gene activity protect against age-related impairment'"
"SNAI2"	"'Changes in gene activity enhance age-related deterioration'"
"SNAI2"	"'Changes in gene activity extend non-mammalian lifespan'"
"SNAI2"	"'Changes in gene activity reduce non-mammalian lifespan'"
"SNAI2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SLC2A13"	"'Age-related changes in gene expression, methylation or protein activity'"
"SRSF5"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"HSD17B7"	"'Age-related changes in gene expression, methylation or protein activity'"
"HSD17B7"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"COL1A1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"COL1A1"	"'Regulation of genes associated with aging'"
"COL1A1"	"'Changes in gene activity protect against age-related impairment'"
"COL1A1"	"'Changes in gene activity reduce mammalian lifespan'"
"COL1A1"	"'Changes in gene activity enhance age-related deterioration'"
"COL1A2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"COL1A2"	"'Regulation of genes associated with aging'"
"COL1A2"	"'Changes in gene activity protect against age-related impairment'"
"COL3A1"	"'Age-related changes in gene expression, methylation or protein activity'"
"COL3A1"	"'Regulation of genes associated with aging'"
"COL3A1"	"'Changes in gene activity protect against age-related impairment'"
"COL3A1"	"'Changes in gene activity reduce mammalian lifespan'"
"COL4A1"	"'Age-related changes in gene expression, methylation or protein activity'"
"COL4A1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"COL4A1"	"'Regulation of genes associated with aging'"
"COL4A2"	"'Age-related changes in gene expression, methylation or protein activity'"
"COL4A2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"COL4A3"	"'Age-related changes in gene expression, methylation or protein activity'"
"COL4A3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"COL4A4"	"'Age-related changes in gene expression, methylation or protein activity'"
"COL4A4"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"COL4A5"	"'Age-related changes in gene expression, methylation or protein activity'"
"COL4A5"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"COL4A6"	"'Age-related changes in gene expression, methylation or protein activity'"
"COL4A6"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"PDHB"	"'Age-related changes in gene expression, methylation or protein activity'"
"PDHB"	"'Changes in gene activity reduce non-mammalian lifespan'"
"PDHB"	"'Changes in gene activity enhance age-related deterioration'"
"PDHB"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"DGKZ"	"'Regulation of genes associated with aging'"
"DGKZ"	"'Changes in gene activity extend non-mammalian lifespan'"
"FJX1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"UROS"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"UROS"	"'Age-related changes in gene expression, methylation or protein activity'"
"CHSY1"	"'Changes in gene activity reduce mammalian lifespan'"
"CHSY1"	"'Changes in gene activity enhance age-related deterioration'"
"CHSY1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MZF1"	"'Age-related changes in gene expression, methylation or protein activity'"
"RGL1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"NIPBL"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"NIPBL"	"'Regulation of genes associated with aging'"
"NIPBL"	"'Changes in gene activity enhance age-related deterioration'"
"EGFL6"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"EGFL6"	"'Regulation of genes associated with aging'"
"SNAI1"	"'Age-related changes in gene expression, methylation or protein activity'"
"SNAI1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SNAI1"	"'Regulation of genes associated with aging'"
"SNAI1"	"'Changes in gene activity extend non-mammalian lifespan'"
"SNAI1"	"'Changes in gene activity reduce non-mammalian lifespan'"
"SMOC1"	"'Association of genetic variants and gene expression levels with longevity'"
"SMOC1"	"'Age-related changes in gene expression, methylation or protein activity'"
"SMOC1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SMOC1"	"'Changes in gene activity extend non-mammalian lifespan'"
"CSNK2A1"	"'Age-related changes in gene expression, methylation or protein activity'"
"CSNK2A1"	"'Changes in gene activity protect against age-related impairment'"
"CSNK2A1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CXCL8"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CXCL8"	"'Regulation of genes associated with aging'"
"MTHFR"	"'Association of genetic variants and gene expression levels with longevity'"
"MTHFR"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MTHFR"	"'Changes in gene activity enhance age-related deterioration'"
"MTHFD1"	"'Association of genetic variants and gene expression levels with longevity'"
"MTHFD1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MTRR"	"'Regulation of genes associated with aging'"
"MTRR"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MTR"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"FOLR1"	"'Age-related changes in gene expression, methylation or protein activity'"
"FOLR2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"FOLR2"	"'Regulation of genes associated with aging'"
"FOLH1"	"'Age-related changes in gene expression, methylation or protein activity'"
"FOLH1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"FOLH1B"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SLC19A1"	"'Age-related changes in gene expression, methylation or protein activity'"
"SLC19A1"	"'Changes in gene activity reduce non-mammalian lifespan'"
"HBA1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"HBA2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"HBB"	"'Age-related changes in gene expression, methylation or protein activity'"
"HBB"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"AHSP"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SUB1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SUB1"	"'Regulation of genes associated with aging'"
"SUB1"	"'Changes in gene activity protect against age-related impairment'"
"SUB1"	"'Age-related changes in gene expression, methylation or protein activity'"
"PCSK9"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"WNT4"	"'Age-related changes in gene expression, methylation or protein activity'"
"WNT4"	"'Regulation of genes associated with aging'"
"CRP"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CYBB"	"'Age-related changes in gene expression, methylation or protein activity'"
"CYBB"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CYBB"	"'Regulation of genes associated with aging'"
"CYBB"	"'Changes in gene activity protect against age-related impairment'"
"CYBB"	"'Changes in gene activity enhance age-related deterioration'"
"CYB5R3"	"'Changes in gene activity extend non-mammalian lifespan'"
"CYB5R3"	"'Changes in gene activity extend mammalian lifespan'"
"CYB5R3"	"'Regulation of genes associated with aging'"
"CYB5R3"	"'Changes in gene activity protect against age-related impairment'"
"CYB5R3"	"'Changes in gene activity reduce non-mammalian lifespan'"
"CYB5R3"	"'Changes in gene activity enhance age-related deterioration'"
"CYGB"	"'Changes in gene activity protect against age-related impairment'"
"CYGB"	"'Regulation of genes associated with aging'"
"CYGB"	"'Changes in gene activity enhance age-related deterioration'"
"NOS3"	"'Changes in gene activity protect against age-related impairment'"
"NOS3"	"'Changes in gene activity reduce mammalian lifespan'"
"NOS3"	"'Changes in gene activity enhance age-related deterioration'"
"NGB"	"'Age-related changes in gene expression, methylation or protein activity'"
"NGB"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"NGB"	"'Regulation of genes associated with aging'"
"NGB"	"'Changes in gene activity protect against age-related impairment'"
"NGB"	"'Changes in gene activity enhance age-related deterioration'"
"DHFR"	"'Age-related changes in gene expression, methylation or protein activity'"
"DHFR"	"'Age-related changes in gene expression, methylation or protein activity in non-mammals'"
"DHFR"	"'Changes in gene activity enhance age-related deterioration'"
"DHFR"	"'Changes in gene activity extend non-mammalian lifespan'"
"TYMS"	"'Changes in gene activity extend non-mammalian lifespan'"
"TYMS"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"TYMS"	"'Age-related changes in gene expression, methylation or protein activity in non-mammals'"
"CSF2"	"'Age-related changes in gene expression, methylation or protein activity'"
"CSF2"	"'Changes in gene activity protect against age-related impairment'"
"TGM2"	"'Age-related changes in gene expression, methylation or protein activity'"
"TGM2"	"'Regulation of genes associated with aging'"
"TGM2"	"'Changes in gene activity protect against age-related impairment'"
"TGM2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"LOX"	"'Age-related changes in gene expression, methylation or protein activity'"
"LOX"	"'Regulation of genes associated with aging'"
"LOX"	"'Changes in gene activity protect against age-related impairment'"
"FBN1"	"'Regulation of genes associated with aging'"
"FBN1"	"'Changes in gene activity reduce mammalian lifespan'"
"FBN1"	"'Changes in gene activity enhance age-related deterioration'"
"FBN1"	"'Age-related changes in gene expression, methylation or protein activity'"
"FBN2"	"'Age-related changes in gene expression, methylation or protein activity'"
"FBLN1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"EFEMP2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"FBLN5"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MMP1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MMP3"	"'Age-related changes in gene expression, methylation or protein activity'"
"MMP3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"WNT5B"	"'Age-related changes in gene expression, methylation or protein activity'"
"WNT5B"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"WNT2"	"'Age-related changes in gene expression, methylation or protein activity'"
"WNT2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"WNT5A"	"'Age-related changes in gene expression, methylation or protein activity'"
"WNT5A"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"WNT2B"	"'Age-related changes in gene expression, methylation or protein activity'"
"WNT2B"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"WNT11"	"'Age-related changes in gene expression, methylation or protein activity'"
"WNT11"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"WNT7B"	"'Age-related changes in gene expression, methylation or protein activity'"
"WNT7B"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"WNT7B"	"'Regulation of genes associated with aging'"
"WNT7B"	"'Changes in gene activity protect against age-related impairment'"
"WNT7A"	"'Age-related changes in gene expression, methylation or protein activity'"
"WNT9A"	"'Age-related changes in gene expression, methylation or protein activity'"
"WNT10A"	"'Age-related changes in gene expression, methylation or protein activity'"
"WNT16"	"'Age-related changes in gene expression, methylation or protein activity'"
"WNT16"	"'Regulation of genes associated with aging'"
"WNT16"	"'Changes in gene activity protect against age-related impairment'"
"WNT6"	"'Age-related changes in gene expression, methylation or protein activity'"
"WNT6"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"WNT1"	"'Age-related changes in gene expression, methylation or protein activity'"
"WNT3"	"'Age-related changes in gene expression, methylation or protein activity'"
"WNT3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"WNT3A"	"'Age-related changes in gene expression, methylation or protein activity'"
"WNT3A"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"WNT3A"	"'Regulation of genes associated with aging'"
"WNT3A"	"'Changes in gene activity enhance age-related deterioration'"
"DVL2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"FZD2"	"'Age-related changes in gene expression, methylation or protein activity'"
"FZD3"	"'Age-related changes in gene expression, methylation or protein activity'"
"LEF1"	"'Age-related changes in gene expression, methylation or protein activity'"
"LEF1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SFRP1"	"'Age-related changes in gene expression, methylation or protein activity'"
"FRZB"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CCND1"	"'Age-related changes in gene expression, methylation or protein activity'"
"CCND2"	"'Age-related changes in gene expression, methylation or protein activity'"
"CCND2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"DIXDC1"	"'Age-related changes in gene expression, methylation or protein activity'"
"PORCN"	"'Age-related changes in gene expression, methylation or protein activity'"
"FZD8"	"'Age-related changes in gene expression, methylation or protein activity'"
"SFRP2"	"'Age-related changes in gene expression, methylation or protein activity'"
"APC"	"'Age-related changes in gene expression, methylation or protein activity'"
"BTRC"	"'Age-related changes in gene expression, methylation or protein activity'"
"WIF1"	"'Age-related changes in gene expression, methylation or protein activity'"
"CCN4"	"'Age-related changes in gene expression, methylation or protein activity'"
"TLE1"	"'Age-related changes in gene expression, methylation or protein activity'"
"SIRT2"	"'Association of genetic variants and gene expression levels with longevity'"
"SIRT2"	"'Changes in gene activity extend non-mammalian lifespan'"
"SIRT2"	"'Age-related changes in gene expression, methylation or protein activity'"
"SIRT2"	"'Regulation of genes associated with aging'"
"SIRT2"	"'Age-related changes in gene expression, methylation or protein activity in non-mammals'"
"SIRT2"	"'Changes in gene activity protect against age-related impairment'"
"SIRT2"	"'Changes in gene activity reduce non-mammalian lifespan'"
"SIRT2"	"'Changes in gene activity enhance age-related deterioration'"
"SPP1"	"'Age-related changes in gene expression, methylation or protein activity'"
"SPP1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SPP1"	"'Changes in gene activity enhance age-related deterioration'"
"MMP9"	"'Age-related changes in gene expression, methylation or protein activity'"
"MMP9"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MMP9"	"'Changes in gene activity protect against age-related impairment'"
"MMP9"	"'Changes in gene activity enhance age-related deterioration'"
"MMP2"	"'Age-related changes in gene expression, methylation or protein activity'"
"MMP2"	"'Association of genetic variants and gene expression levels with longevity'"
"MMP7"	"'Age-related changes in gene expression, methylation or protein activity'"
"MMP7"	"'Regulation of genes associated with aging'"
"MMP12"	"'Age-related changes in gene expression, methylation or protein activity'"
"MMP12"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MMP13"	"'Age-related changes in gene expression, methylation or protein activity'"
"MMP13"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MMP14"	"'Age-related changes in gene expression, methylation or protein activity'"
"MMP14"	"'Regulation of genes associated with aging'"
"MMP14"	"'Changes in gene activity reduce mammalian lifespan'"
"MMP14"	"'Changes in gene activity enhance age-related deterioration'"
"MMP16"	"'Age-related changes in gene expression, methylation or protein activity'"
"MMP17"	"'Age-related changes in gene expression, methylation or protein activity'"
"BIRC5"	"'Age-related changes in gene expression, methylation or protein activity'"
"MARK1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MRPL15"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MKKS"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MICOS13"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"TGFBR3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CYB561"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"HCCS"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"DDX24"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MRPS33"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"TIMP1"	"'Age-related changes in gene expression, methylation or protein activity'"
"VLDLR"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ACOT8"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CAMTA1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"IL33"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"INHBB"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"COX4I1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"PTPN3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"LPP"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"PPP3R1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SNED1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"IMMT"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ARPC5L"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CFLAR"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"NECAB3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"AUH"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"USP54"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ANP32B"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SERTAD2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ST8SIA5"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ALDH4A1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"EPC1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ZHX2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"USE1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"RTCA"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"DAZAP1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"PTGR1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"TPD52L2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"GOT2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"PLIN3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"RNF114"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"RIN3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"TRIB2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"WDR77"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"TSPAN5"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"NDUFA9"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"UPF3A"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"DYNC1I1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MRPS12"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"RAP2A"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MOCS2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"BCS1L"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CEP350"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"AKAP7"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"DLAT"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"RING1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"LST1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"STK25"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ITPR2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"PANK4"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"RBPJ"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ISCA1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"NDUFS2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SNRNP70"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"AVL9"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CARHSP1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"UQCRC1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SF3B2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"FANCG"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SLC25A11"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"NDC1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"NDUFV3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"POLR3K"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"IGF2R"	"'Association of genetic variants and gene expression levels with longevity'"
"PMP22"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"NTMT1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MTMR2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CMAS"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"AKAP13"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"YAP1"	"'Changes in gene activity extend non-mammalian lifespan'"
"YAP1"	"'Changes in gene activity protect against age-related impairment'"
"YAP1"	"'Changes in gene activity reduce non-mammalian lifespan'"
"C3"	"'Association of genetic variants and gene expression levels with longevity'"
"C3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ITGA2"	"'Age-related changes in gene expression, methylation or protein activity'"
"MYOF"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"RPS6KC1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"UQCRB"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"RYR1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"BAZ2A"	"'Changes in gene activity protect against age-related impairment'"
"BAZ2A"	"'Changes in gene activity enhance age-related deterioration'"
"BAZ2A"	"'Regulation of genes associated with aging'"
"ROGDI"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"LGALS1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MOSPD1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"MRPL35"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SUCLA2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"HSPA2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SPATS2L"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"DNM1L"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"WDR12"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"GLRX"	"'Association of genetic variants and gene expression levels with longevity'"
"GLRX"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"COPS5"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"FKBP5"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CADM2"	"'Association of genetic variants and gene expression levels with longevity'"
"DDX11"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"PANK3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"COX7A2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"SEL1L3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"FAM210A"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"TTC4"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"STK24"	"'Association of genetic variants and gene expression levels with longevity'"
"CYTH1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"RBM39"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"STAG2"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"AP2B1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ERBB3"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"NNT"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"NKTR"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"KDM6B"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"ATG5"	"'Regulation of genes associated with aging'"
"ATG5"	"'Changes in gene activity extend mammalian lifespan'"
"ATG5"	"'Changes in gene activity protect against age-related impairment'"
"SOCS3"	"'Age-related changes in gene expression, methylation or protein activity'"
"SOCS3"	"'Regulation of genes associated with aging'"
"LYPLA1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"CXXC1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
"GDE1"	"'Age-related changes in gene expression, methylation or protein activity in humans'"
